location,bhk,bath,total_sqft,encoded_loc,price
Sanjay nagar,2,2,1100.0,1028,98.0
HSR Layout,3,2,1430.0,491,65.0
Sneha Colony,2,2,1260.0,1082,45.0
RMV Extension,3,3,1630.0,950,85.0
Sarjapur  Road,3,3,1249.0,1034,44.71
Kalena Agrahara,3,2,1450.0,638,85.0
Konanakunte,3,3,2791.0,705,223.0
Hosapalya,1,1,600.0,538,90.0
Ashwini layout,1,1,834.0,147,60.0
Doddagubbi,3,4,1125.0,386,70.0
Arekere,3,3,2060.0,140,140.0
Malleshwaram,7,7,12000.0,783,2200.0
Gottigere,2,2,891.0,463,25.0
Raja Rajeshwari Nagar,2,2,1133.0,967,49.07
Bisuvanahalli,3,2,1075.0,266,37.0
Sector 6 HSR Layout,4,5,3000.0,1047,260.0
Brookefield,4,5,2440.0,275,425.0
Vidyaranyapura,2,2,1200.0,1211,55.0
Thanisandra,2,2,1075.0,1143,45.8
Kaggadasapura,2,2,1140.0,634,40.0
Margondanahalli,5,4,940.0,799,150.0
ITI Layout,6,5,2160.0,553,250.0
Raja Rajeshwari Nagar,2,2,1090.0,967,42.0
R.T. Nagar,4,4,1500.0,943,70.0
Whitefield,4,4,4104.0,1247,360.0
Whitefield,3,3,1790.0,1247,100.0
Hebbal,3,3,1920.0,510,134.0
HRBR Layout,2,2,1374.0,490,95.0
Bannerghatta Road,3,3,1445.0,214,95.0
Kanakapura,1,1,711.0,655,36.0
Tumkur Road,3,3,1500.0,1163,95.0
Whitefield,3,3,1720.0,1247,100.0
Vasanthapura,3,3,1400.0,1191,60.0
Kundalahalli,2,2,1030.0,728,49.0
Mysore Road,2,2,1200.0,833,85.0
Hosahalli,3,3,1375.0,534,70.0
Hegde Nagar,2,1,1050.0,512,56.0
Jalahalli,3,3,2250.0,586,160.0
Bellandur,2,2,1000.0,234,50.0
Jalahalli West,1,1,469.0,588,25.0
Marathahalli,4,4,3800.0,796,250.0
Kambipura,2,2,883.0,647,29.0
GM Palaya,3,2,1820.0,430,86.0
Singasandra,3,2,1440.0,1079,65.0
near Ramanashree California resort,6,4,3600.0,1285,160.0
Malleshwaram,4,5,2500.0,783,325.0
Mahadevpura,2,2,1225.0,770,48.0
"6th block banashankari 3rd stage, 100 feet ORR",3,3,4000.0,67,660.0
Chikkalasandra,2,2,875.0,323,52.8
Jalahalli East,1,1,750.0,587,40.0
6th Phase JP Nagar,2,2,1180.0,65,80.0
Haralur Road,2,2,1194.0,503,47.0
Hennur Road,3,2,1500.0,519,62.0
Poornapragna Housing Society Layout,2,2,1160.0,924,52.2
Hosakerehalli,3,3,2378.0,536,262.0
Sarjapur,2,2,1128.0,1033,60.0
Hebbal,3,3,1500.0,510,150.0
Huskur,3,2,1220.0,549,35.23
Sarjapur  Road,2,2,1210.0,1034,58.0
Kanakpura Road,3,2,1100.0,661,58.0
Bommasandra,3,3,1200.0,268,46.0
Haralur Road,4,5,3385.0,503,260.0
Nagondanahalli,3,3,1641.0,852,66.0
Horamavu Agara,2,2,1200.0,530,45.0
Raja Rajeshwari Nagar,2,2,1260.0,967,67.39
Mahadevpura,3,3,1720.0,770,78.0
Yelahanka,2,2,1132.5,1256,48.13
Yelahanka,2,2,1210.0,1256,45.98
Indira Nagar,4,4,2200.0,560,200.0
Bisuvanahalli,3,2,1075.0,266,45.0
Thanisandra,3,3,1702.0,1143,130.0
Shanthala Nagar,2,2,1630.0,1056,200.0
Raja Rajeshwari Nagar,2,2,1141.0,967,38.55
Shantiniketan Layout,3,3,2072.0,1060,108.0
JP Nagar,5,2,5520.0,572,375.0
Herohalli,3,2,1200.0,520,70.0
Teachers Colony,3,3,1350.0,1140,77.0
Bettahalsoor,4,4,4046.0,243,445.0
Srinivasa Nagar,3,2,1180.0,1099,78.34
Yelahanka,3,3,35000.0,1256,130.0
Langford Town,2,2,1355.0,749,115.0
Sulthangunta,1,1,600.0,1114,50.0
Hormavu,7,7,1200.0,532,150.0
Bannerghatta Road,3,2,1640.0,214,120.0
Byrathi Village,5,5,1200.0,284,100.0
Kodichikkanahalli,3,2,1190.0,699,57.0
OMBR Layout,4,4,2400.0,884,375.0
Marathahalli,2,2,1019.0,796,49.85
Ambedkar Colony,3,3,1875.0,107,165.0
Akshaya Nagar,3,3,1250.0,96,40.0
Brookefield,3,3,1200.0,275,140.0
Whitefield,2,2,1140.0,1247,56.0
Lingadheeranahalli,3,3,1683.0,754,109.0
Kaggadasapura,3,3,1515.0,634,83.3
Hoodi,4,4,2118.0,527,111.0
Bannerghatta Road,4,3,1380.0,214,58.0
Varthur Road,2,2,1083.0,1186,61.75
Anjappa Layout,2,2,600.0,128,55.0
Avalahalli,3,3,2300.0,154,120.0
Prakruthi Nagar,2,2,1240.0,929,60.0
Surabhi Layout,3,3,1750.0,1120,120.0
Sadaramangala,2,2,1230.0,1016,43.48
Anjanapura,3,3,1500.0,127,139.0
Abbigere,2,2,985.0,84,40.39
Tindlu,3,2,1500.0,1160,87.0
Electronic City,2,2,1125.0,414,32.49
Maruthi Sevanagar,2,2,950.0,806,44.0
JP Nagar,5,2,5600.0,572,548.5
Kothanur,3,3,1580.0,713,76.0
B Narayanapura,3,2,1092.0,158,98.5
Electronic City Phase II,2,2,1090.0,416,28.34
Hennur Road,3,3,2264.0,519,159.0
Dommasandra,3,2,1033.0,401,25.53
Kammasandra,2,2,810.0,651,24.5
Green Garden Layout,2,2,1045.0,470,45.0
Hebbal,2,2,1337.0,510,82.0
Chandapura,2,2,1200.0,302,32.0
Koramangala,3,3,1580.0,710,160.0
Begur Road,3,2,1500.0,230,54.0
Whitefield,3,4,1640.0,1247,91.0
Silver Springs Layout,3,3,1570.0,1075,62.0
Gubbalala,3,2,1470.0,475,82.0
Kengeri,2,2,1160.0,685,40.61
7th Phase JP Nagar,2,2,1050.0,70,71.0
Dairy Circle,3,3,1855.0,354,225.0
Bannerghatta Road,3,2,1460.0,214,90.0
Hulimavu,3,3,1823.0,546,100.0
Electronic City,2,2,1094.0,414,42.0
Budigere,2,2,1153.0,276,57.0
Hoysalanagar,3,3,1325.0,544,57.0
Parappana Agrahara,4,3,1200.0,913,85.0
Jakkur,3,2,1590.0,581,125.0
Jeevan bima nagar,5,4,1210.0,601,160.0
Raja Rajeshwari Nagar,4,4,1200.0,967,220.0
Narayana Nagar 1st Block,2,2,1202.0,861,48.0
Haralur Road,2,2,1202.0,503,53.0
KSRTC Layout,2,2,1200.0,624,62.5
Panathur,3,3,1688.0,909,118.0
Kaval Byrasandra,2,2,1020.0,675,52.0
Sarjapur,2,2,1185.0,1033,47.0
Ramagondanahalli,2,2,1235.0,982,52.04
Hosakerehalli,4,5,3205.0,536,500.0
Banashankari,2,2,1077.0,192,37.64
Kengeri Satellite Town,3,2,1415.0,687,66.0
EPIP Zone,3,3,2330.0,412,162.0
Whitefield,2,2,805.0,1247,35.0
P&T Colony,1,1,425.0,898,20.03
Whitefield,2,2,1155.0,1247,59.95
Cunningham Road,4,4,5270.0,349,1250.0
Anekal,2,2,656.0,124,22.0
New Gurappana Palya,2,2,1100.0,876,48.0
Mahadevpura,2,2,1150.0,770,52.0
Chelekare,1,1,600.0,306,60.0
Ambedkar Colony,2,2,1468.0,107,140.0
Palanahalli,4,5,4300.0,907,550.0
Whitefield,3,4,2280.0,1247,126.0
Hegde Nagar,2,2,1341.0,512,97.0
Jakkur,2,2,1279.0,581,77.0
Electronic City Phase II,4,4,2225.0,416,98.88
Thanisandra,2,2,1185.0,1143,43.51
Vadarpalya,3,3,1750.0,1179,85.0
Kudlu,2,2,1152.0,718,53.5
Shivanagar,5,4,1000.0,1070,160.0
Hulimavu,2,2,1300.0,546,36.0
Varthur Road,4,4,2760.0,1186,155.0
5th Phase JP Nagar,2,2,1070.0,60,39.0
Uttarahalli,2,2,1101.0,1174,45.0
V.V Puram,2,2,775.0,1176,55.0
Yeshwanthpur,1,1,667.0,1262,36.85
Electronic City,2,2,1070.0,414,55.0
Old Airport Road,3,2,1875.0,890,110.0
Kundalahalli,2,2,735.0,728,57.99
Sarjapur,5,4,4360.0,1033,90.0
Koramangala,3,3,1750.0,710,130.0
Marathahalli,2,2,1215.0,796,67.0
Sector 3 HSR Layout,9,9,600.0,1045,190.0
Vishwapriya Layout,2,2,820.0,1231,30.0
Banashankari Stage VI,2,2,1177.5,203,59.935
Battarahalli,3,3,1779.0,228,89.61
HMT Layout,2,2,1105.0,487,58.0
Whitefield,3,3,1650.0,1247,60.0
Jalahalli,2,2,1694.0,586,150.0
Hosakerehalli,3,3,2376.0,536,203.0
Cox Town,3,3,1975.0,345,150.0
Kammasandra,2,2,674.0,651,33.0
Kaggadasapura,2,2,1185.0,634,41.0
 Thanisandra,1,1,445.0,10,28.0
Mylasandra,6,7,900.0,832,76.0
HSR Layout,3,3,1475.0,491,75.0
Gottigere,3,3,1618.0,463,82.5
Koramangala,2,2,1120.0,710,65.0
Marathahalli,4,3,2181.0,796,152.0
Vidyaranyapura,4,4,1200.0,1211,90.0
Nagondanahalli,6,4,600.0,852,65.0
Bannerghatta Road,3,2,1556.0,214,59.13
Bannerghatta Road,2,2,1179.0,214,66.02
Thanisandra,2,2,1296.0,1143,83.0
Kaggadasapura,2,2,1275.0,634,52.0
Kalasipalya,7,2,1875.0,637,300.0
Kathriguppe,3,2,1400.0,672,77.0
Gottigere,2,2,1222.0,463,63.0
Electronic City,2,2,940.0,414,41.0
Thanisandra,2,2,1185.0,1143,42.6
Tumkur Road,3,3,1779.0,1163,112.0
Begur Road,3,3,1615.0,230,59.76
JP Nagar,4,2,4624.5,572,453.0
Haralur Road,2,2,1056.0,503,61.0
7th Phase JP Nagar,2,2,1100.0,70,46.0
Arekere,2,2,920.0,140,40.0
ITI Layout,3,2,1602.0,553,75.0
Padmanabhanagar,2,2,1176.0,902,62.0
HBR Layout,4,3,675.0,486,59.0
Richmond Town,3,3,1352.0,1001,135.0
Kasavanhalli,3,3,1717.0,667,99.0
4 Bedroom Farm House in Bagalur,4,4,10961.0,52,80.0
Bhoganhalli,4,4,2119.0,250,111.0
Vittasandra,2,2,1246.0,1237,67.3
Anandapura,2,2,1141.0,116,42.79
Hennur Road,2,2,1157.0,519,84.0
Chandapura,2,2,1025.0,302,27.68
Yelahanka New Town,1,1,650.0,1257,33.0
Hebbal,2,2,1349.0,510,98.0
Narayanapura,3,3,1566.0,864,83.3
Sahakara Nagar,4,3,2830.0,1020,195.0
Electronic City,3,2,1320.0,414,38.13
manyata park,3,3,1780.0,1282,84.83
Varthur,2,2,1091.0,1185,34.9
Rachenahalli,4,4,3670.0,959,300.0
7th Phase JP Nagar,2,2,918.0,70,50.49
Yeshwanthpur,4,4,1950.0,1262,130.0
Panathur,3,3,1695.0,909,90.0
Yelahanka,3,3,1705.0,1256,95.0
Kalyan nagar,3,3,1375.0,643,75.0
Kanakpura Road,1,1,525.0,661,30.0
Whitefield,2,2,1447.0,1247,83.0
Thanisandra,2,2,1114.0,1143,39.0
7th Phase JP Nagar,3,2,1450.0,70,100.0
Belathur,2,1,460.0,232,15.0
Vasanthapura,2,2,1022.0,1191,40.0
Hebbal,2,2,1000.0,510,45.0
Electronic City,2,2,1128.0,414,68.75
Kanakpura Road,2,2,1180.0,661,57.0
TC Palaya,6,6,1000.0,1133,69.0
Nagarbhavi,2,2,1200.0,844,150.0
Sadashiva Nagar,3,3,3761.0,1017,660.0
Kanakpura Road,2,2,1339.0,661,75.0
Yelachenahalli,3,2,1400.0,1255,55.0
7th Phase JP Nagar,2,2,1040.0,70,39.52
Kadugodi,2,2,1198.0,632,58.0
Shirdi Sai Layout,4,3,1200.0,1067,95.0
Sarjapur  Road,3,3,1691.0,1034,113.0
Bisuvanahalli,3,3,1075.0,266,36.0
1st Block Jayanagar,3,3,1630.0,27,194.0
8th Phase JP Nagar,3,3,1240.0,72,43.5
Bannerghatta Road,2,2,1122.5,214,58.935
Mallasandra,3,3,1665.0,780,86.58
Marathahalli,3,3,2489.0,796,94.0
Brookefield,2,2,1142.0,275,70.0
Kodbisanhalli,3,3,1976.0,698,184.0
Sathya Sai Layout,4,4,5500.0,1041,600.0
Kothannur,3,3,1853.0,712,82.0
Vijayanagar,8,4,600.0,1217,72.0
Kasturi Nagar,2,2,1567.0,670,92.0
Talaghattapura,2,2,1090.0,1136,27.24
Raja Rajeshwari Nagar,6,4,1200.0,967,125.0
Indiranagar HAL 2nd Stage,4,4,2400.0,563,640.0
Electronics City Phase 1,2,2,1175.0,419,51.47
Subramanyapura,2,2,1200.0,1110,52.0
Kodichikkanahalli,2,2,995.0,699,41.0
Magadi Road,2,2,884.0,769,41.1
Vishwanatha Nagenahalli,5,3,900.0,1230,80.0
Yeshwanthpur,2,2,1170.0,1262,57.0
KR Puram,2,2,1225.0,623,46.55
Electronic City,2,2,1342.0,414,73.3
Uttarahalli,2,2,1345.0,1174,67.0
Kodigehaali,3,3,1320.0,700,65.0
Raja Rajeshwari Nagar,2,2,1140.0,967,49.39
Battarahalli,2,2,1300.0,228,50.0
Hosa Road,3,3,1652.0,533,85.0
Thigalarapalya,3,4,2072.0,1148,142.0
Arekere,3,2,1740.0,140,95.0
Electronic City,3,2,1360.0,414,71.0
Hosur Road,3,2,1145.0,541,60.0
Uttarahalli,3,2,1540.0,1174,40.0
Sarjapur  Road,2,2,1278.0,1034,95.0
Electronic City Phase II,1,1,630.0,416,40.0
Kanakpura Road,3,3,1100.0,661,58.0
Bendiganahalli,3,3,1200.0,238,95.0
Hosakerehalli Layout,7,6,2500.0,537,115.0
Chandapura,1,1,582.5,302,15.135
Chandapura,2,2,1015.0,302,25.88
Hosur Road,5,5,3300.0,541,240.0
Basaveshwara Nagar,5,5,4500.0,223,415.0
Gunjur,3,2,1356.0,481,66.0
Hennagara,2,2,823.0,514,28.0
TC Palaya,3,2,1200.0,1133,66.0
Ramamurthy Nagar,2,2,1050.0,985,37.0
Ferrar Nagar,2,2,1180.0,423,69.0
Whitefield,2,2,1116.0,1247,51.91
7th Phase JP Nagar,2,2,1070.0,70,42.79
Varthur,2,2,1385.0,1185,80.0
Varthur,1,1,1000.0,1185,70.0
Whitefield,3,3,1897.0,1247,130.0
Magadi Road,2,2,1005.0,769,55.78
Green Glen Layout,3,3,1575.0,471,125.0
Subramanyapura,2,2,975.0,1110,65.0
Hennur Road,3,3,1904.0,519,120.0
Kengeri Satellite Town,1,1,930.0,687,30.0
Kanakpura Road,1,1,525.0,661,26.0
BAGUR,1,1,686.0,160,17.0
Electronic City Phase II,2,3,2400.0,416,150.0
8th block Koramangala,2,1,1410.0,73,233.0
Sarjapur  Road,3,3,2238.0,1034,140.0
Harlur,2,2,1174.0,506,69.0
Thubarahalli,4,4,3800.0,1154,239.0
Whitefield,3,2,2225.0,1247,125.0
M.G Road,2,2,1250.0,759,200.0
Jigani,2,2,918.0,603,52.0
Mahadevpura,2,2,1250.0,770,52.0
Sarjapur  Road,3,3,1800.0,1034,110.0
Marathahalli,2,2,1170.0,796,53.0
Byatarayanapura,1,1,1300.0,281,200.0
Bannerghatta Road,2,2,793.0,214,45.0
Jakkur,3,3,1710.0,581,107.0
Kambipura,3,2,1082.0,647,57.5
Naganathapura,2,2,1001.0,841,33.03
Srinivasa Nagar,4,4,1500.0,1099,180.0
Yelahanka,3,2,1590.0,1256,54.0
Basavanagara,3,2,2400.0,219,80.0
Horamavu Banaswadi,3,3,1554.0,531,55.0
Thanisandra,2,2,1142.5,1143,43.415
Bellandur,5,5,4239.0,234,423.0
Konanakunte,2,1,884.0,705,58.0
Hosa Road,2,2,1045.0,533,98.89
Marathahalli,2,2,1019.0,796,49.86
Ambedkar Nagar,3,4,1935.0,108,130.0
Uttarahalli,3,2,1135.0,1174,39.73
Lakshminarayana Pura,3,3,1680.0,742,150.0
Hebbal,4,5,2470.0,510,247.0
1st Phase JP Nagar,4,4,2825.0,29,250.0
Hosakerehalli,3,3,2480.0,536,330.0
5th Phase JP Nagar,9,11,1260.0,60,290.0
Ramamurthy Nagar,5,4,1800.0,985,187.0
Kasavanhalli,3,3,1799.0,667,90.0
Whitefield,4,2,4348.5,1247,304.0
Attibele,1,1,400.0,150,11.0
Kundalahalli,2,2,1047.0,728,82.0
Kaverappa Layout,2,2,1282.0,676,87.0
NGR Layout,2,2,1020.0,835,45.9
Kammanahalli,4,3,1080.0,650,155.0
Whitefield,2,2,1495.0,1247,79.5
Kasavanhalli,4,4,3260.0,667,240.0
Divya Unnathi Layout,3,2,1611.0,374,64.44
Koramangala,4,5,3500.0,710,425.0
Vasantha Vallabha Nagar,3,2,1500.0,1190,95.0
Sahakara Nagar,3,2,1500.0,1020,95.0
Yelahanka,4,5,3206.0,1256,270.0
Uttarahalli,3,3,1540.0,1174,50.0
Hosa Road,3,3,1639.0,533,80.0
Marathahalli,4,4,700.0,796,72.0
Raja Rajeshwari Nagar,2,2,1303.0,967,55.79
Koramangala,2,1,1005.0,710,110.0
Kammasandra,1,1,657.5,651,18.41
Chandapura,3,3,1305.0,302,33.28
Kothannur,3,4,600.0,712,95.0
sapthagiri Layout,2,1,1300.0,1291,115.0
Brookefield,3,2,1440.0,275,68.0
Seegehalli,2,2,901.0,1049,35.14
Rajaji Nagar,3,3,1725.0,971,200.0
Sarjapur,3,2,900.0,1033,42.0
BEML Layout,2,2,1060.0,167,55.0
NGR Layout,2,2,1020.0,835,48.45
Varthur,3,3,1535.0,1185,65.99
Alur,1,1,530.0,103,20.0
Haralur Road,3,3,1464.0,503,56.0
Devarabisanahalli,2,2,1350.0,367,80.0
Sarjapur  Road,2,2,1115.0,1034,50.0
Uttarahalli,2,2,1175.0,1174,47.0
Whitefield,2,2,1113.0,1247,62.0
Uttarahalli,6,4,1200.0,1174,225.0
Ramamurthy Nagar,5,4,1640.0,985,240.0
Giri Nagar,2,2,650.0,450,42.0
Marathahalli,2,2,1325.0,796,71.55
Electronics City Phase 1,2,2,950.0,419,31.0
Jakkur,3,2,1396.0,581,86.51
Rachenahalli,2,2,1050.0,959,52.07
Thanisandra,3,3,1825.0,1143,100.0
7th Phase JP Nagar,2,2,1190.0,70,49.98
Marathahalli,2,2,1220.0,796,56.5
NRI Layout,3,2,1565.0,837,75.0
Hennur Road,3,3,1891.0,519,109.0
Sidedahalli,2,2,900.0,1073,27.0
Hosa Road,2,2,1161.0,533,55.15
Sarjapur,1,1,649.5,1033,17.535
Dwarka Nagar,8,6,2400.0,409,125.0
Rajaji Nagar,4,4,315.0,971,90.0
Yeshwanthpur,1,1,665.0,1262,36.85
Mysore Road,2,2,1175.0,833,73.5
Hoodi,2,2,1425.0,527,80.0
Chikkabanavar,1,1,1200.0,316,20.0
ITPL,3,3,1200.0,554,56.12
Somasundara Palya,2,2,1255.0,1084,67.0
Hegde Nagar,3,4,2112.95,512,145.0
Raja Rajeshwari Nagar,1,1,600.0,967,22.0
Haralur Road,3,3,1810.0,503,100.0
Indira Nagar,2,2,1200.0,560,93.0
Harlur,2,2,1033.0,506,49.0
ITPL,3,3,1548.0,554,89.5
Horamavu Banaswadi,3,3,1611.0,531,66.0
Electronic City Phase II,3,2,1400.0,416,40.43
Vidyaranyapura,3,2,1485.0,1211,67.0
Margondanahalli,2,2,2400.0,799,82.0
Pattandur Agrahara,2,2,1025.0,917,44.5
Thurahalli,4,3,600.0,1155,65.0
Hallehalli,2,2,1225.0,497,53.0
5th Phase JP Nagar,2,2,1256.0,60,62.8
Whitefield,4,3,2268.0,1247,163.0
Kanakpura Road,3,3,1100.0,661,53.0
Vadarpalya,2,2,1141.0,1179,62.0
Attibele,1,1,400.0,150,12.0
Chandapura,2,2,1400.0,302,60.0
Kattigenahalli,7,7,4100.0,674,140.0
Weavers Colony,1,1,15.0,1243,30.0
Raghavendra Nagar,2,2,1175.0,961,48.27
Sahakara Nagar,2,2,1100.0,1020,56.0
Kanakpura Road,3,3,1843.0,661,95.84
1st Phase JP Nagar,8,7,1200.0,29,240.0
Horamavu Banaswadi,2,2,1460.0,531,80.5
Rachenahalli,3,2,1530.0,959,74.5
HSR Layout,2,2,1467.0,491,55.0
KR Layout,1,1,950.0,622,40.0
Vittasandra,2,2,1246.0,1237,64.5
Kanakapura,1,1,711.0,655,38.0
Haralur Road,2,2,1194.0,503,46.0
Babusapalaya,3,2,1358.0,179,43.4
Nagasandra,6,5,1500.0,847,130.0
Hoodi,2,2,1420.0,527,75.0
Kathriguppe,3,2,1250.0,672,68.75
Akshaya Nagar,2,2,1280.0,96,58.0
Nagappa Reddy Layout,2,2,1209.0,842,50.0
Kempapura,5,5,4200.0,680,225.0
BTM 1st Stage,4,4,1215.0,172,205.0
Panathur,3,2,1315.0,909,54.8
Kariyammana Agrahara,3,3,1800.0,664,90.0
Hessarghatta,5,4,1600.0,521,125.0
TC Palaya,3,2,1600.0,1133,65.0
Binnamangala,6,5,3968.0,263,900.0
Suraksha Nagar,3,3,1563.0,1122,52.0
Whitefield,3,2,1560.0,1247,72.0
Brookefield,3,4,2169.0,275,115.0
Lakshmi Layout,9,10,900.0,740,170.0
Rachenahalli,2,2,1050.0,959,55.5
Iblur Village,3,3,3235.0,556,235.0
TC Palaya,3,3,1200.0,1133,66.0
HSR Layout,2,2,1140.0,491,46.0
7th Phase JP Nagar,3,3,1500.0,70,170.0
Horamavu Agara,3,3,1560.0,530,75.0
JP Nagar,2,2,1100.0,572,70.0
Kasavanhalli,3,2,1260.0,667,40.32
Hebbal,2,2,1036.0,510,50.0
Akshaya Nagar,3,3,1662.0,96,85.1
Yelachenahalli,3,2,1464.0,1255,105.0
Yelahanka,2,2,1234.0,1256,80.0
Sarjapur  Road,3,3,1403.0,1034,55.0
Kadugondanahalli,4,4,915.0,633,54.9
2nd Stage Nagarbhavi,6,8,3000.0,42,451.0
Seegehalli,3,2,1150.0,1049,42.9
Hebbal,4,4,3900.0,510,410.0
Yeshwanthpur,5,4,850.0,1262,90.0
Kanakapura,2,2,929.0,655,46.0
2nd Stage Nagarbhavi,6,8,2400.0,42,450.0
TC Palaya,3,2,1350.0,1133,75.0
Vasanthapura,2,2,1135.0,1191,39.73
Basava Nagar,2,2,1405.0,218,70.0
Whitefield,2,2,1200.0,1247,45.84
Haralur Road,4,4,2805.0,503,154.0
Yeshwanthpur,2,2,1161.0,1262,64.08
Kanakpura Road,2,2,1290.0,661,74.0
Yeshwanthpur,3,3,2557.0,1262,141.0
2nd Block Hrbr Layout,3,3,1480.0,36,90.0
BTM 1st Stage,9,14,3300.0,172,500.0
Old Madras Road,3,3,1350.0,891,54.54
Kadugodi,3,2,1580.0,632,65.0
Banashankari,3,2,1470.0,192,88.64
Ananth Nagar,1,1,500.0,119,14.0
Sarjapur  Road,2,2,1346.0,1034,61.92
Canara Bank Layout,3,3,1600.0,294,90.0
Naganathapura,2,2,720.0,841,120.0
Manjunath Nagar,4,4,1200.0,789,135.0
Basapura,2,2,1200.0,217,35.0
Channasandra,3,2,1340.0,304,48.33
Devanahalli,4,4,6136.0,362,560.0
Jigani,2,2,918.0,603,48.0
Singena Agrahara,3,3,1500.0,1080,115.0
Yelahanka,2,2,1315.0,1256,85.0
Sector 1 HSR Layout,4,5,2400.0,1043,775.0
Uttarahalli,3,2,1390.0,1174,62.55
Uttarahalli,3,2,1330.0,1174,56.0
Jalahalli,5,4,3100.0,586,265.0
Mango Garden Layout,3,3,1824.0,788,125.0
7th Phase JP Nagar,3,2,1420.0,70,96.0
Kacharakanahalli,1,1,750.0,627,56.25
Jalahalli East,3,2,1260.0,587,60.0
Hennur Road,3,3,1561.0,519,95.0
5th Phase JP Nagar,9,6,812.0,60,165.0
"Bidere Agarahara, Behind Safal market",2,2,1060.0,255,42.0
Hoodi,8,8,1120.0,527,145.0
Haralur Road,2,2,1225.0,503,67.38
Thanisandra,3,3,2144.0,1143,135.0
Kengeri,7,6,1200.0,685,140.0
Electronic City,2,2,880.0,414,29.0
Hoodi,3,3,1639.0,527,110.0
Thanisandra,3,2,1240.0,1143,62.0
Kanakpura Road,2,2,1500.0,661,69.0
Haralur Road,2,2,1243.0,503,46.0
Marathahalli,3,3,1575.0,796,78.0
Haralur Road,2,2,1027.0,503,44.0
Kambipura,3,2,1082.0,647,56.0
Konanakunte,3,3,1637.0,705,73.0
Kanakpura Road,3,3,1665.0,661,86.58
Electronic City,2,2,1265.0,414,56.93
Electronic City,3,2,1691.0,414,102.0
Thanisandra,2,2,1100.0,1143,38.0
Grihalakshmi Layout,5,2,24.0,474,150.0
Gopalkrishna Nagar,3,3,1500.0,461,62.0
Hosakerehalli,4,5,3205.0,536,380.0
Kammanahalli,5,4,1666.0,650,150.0
Choodasandra,2,2,1115.0,333,50.0
Mysore Road,2,2,1070.0,833,45.0
Indira Nagar,2,2,1128.0,560,105.0
Budigere,2,2,1162.0,276,57.0
Sai Gardens,2,2,1339.0,1022,55.0
Mahadevpura,2,2,1192.0,770,75.0
Haralur Road,3,3,1920.0,503,115.0
Hennur,2,2,1255.0,515,52.32
Rajaji Nagar,2,2,1357.0,971,115.0
Dodda Kempaiah Layout,3,3,1600.0,378,75.0
Hanumanth Nagar,2,2,1225.0,501,55.11
Whitefield,4,4,2400.0,1247,200.0
Kasturi Nagar,3,3,1570.0,670,80.0
Thanisandra,2,2,1093.0,1143,70.0
Basaveshwara Nagar,3,3,1865.0,223,145.0
R.T. Nagar,6,7,1200.0,943,165.0
Kaikondrahalli,2,2,1039.0,636,80.0
Vittasandra,2,2,1246.0,1237,64.5
Whitefield,3,3,1985.0,1247,75.0
Hosakerehalli,3,3,1590.0,536,49.0
Hunasamaranahalli,4,4,4000.0,548,675.0
Electronic City Phase II,2,2,775.0,416,38.0
RWF West Colony,2,2,1000.0,957,50.0
Hebbal Kempapura,3,3,1800.0,511,175.0
Bommasandra,2,2,1035.0,268,41.0
Dasarahalli,3,2,1520.0,357,75.0
Whitefield,2,2,1360.0,1247,95.0
Bileshivale,4,5,6000.0,259,400.0
Kodigehaali,2,2,1117.0,700,56.0
KR Puram,4,4,1200.0,623,120.0
EPIP Zone,2,2,1330.0,412,92.5
Marathahalli,3,3,1937.0,796,160.0
Electronic City,2,2,1128.0,414,65.49
Neeladri Nagar,2,2,1053.0,871,45.0
Panathur,2,2,1198.0,909,77.0
Marathahalli,2,2,1152.0,796,56.0
1st Block Jayanagar,6,6,1200.0,27,125.0
Frazer Town,2,2,1625.0,425,75.0
Kundalahalli,3,3,1397.0,728,105.0
Yeshwanthpur,3,3,1523.0,1262,170.0
Kambipura,2,2,883.0,647,45.0
Kaggalipura,1,1,700.0,635,38.0
Yelahanka,2,2,1170.0,1256,62.5
Kanakpura Road,3,2,1200.0,661,42.0
Manayata Tech Park,3,3,2400.0,785,170.0
Kullappa Colony,2,2,1480.0,721,65.0
Akshaya Nagar,3,3,1897.0,96,120.0
Rachenahalli,2,2,996.0,959,67.0
Haralur Road,3,3,1875.0,503,110.0
Williams Town,3,2,1500.0,1250,98.0
Jaya Nagar East,3,3,3095.0,594,350.0
Ambalipura,3,2,1390.0,106,175.0
Yelahanka,3,3,1450.0,1256,65.255
Yelahanka,1,1,697.0,1256,45.0
Sarjapur  Road,1,1,710.0,1034,27.0
Iggalur,2,2,910.0,557,30.5
Sompura,3,2,1025.0,1086,48.0
Magadi Road,2,2,1000.0,769,46.5
Harlur,4,4,1200.0,506,244.0
Horamavu Agara,3,2,1453.0,530,46.48
Sarjapur  Road,4,5,3335.0,1034,300.0
Thanisandra,2,2,971.5,1143,36.435
Bellandur,2,2,1281.0,234,74.0
Cooke Town,1,1,565.0,343,35.0
Varthur,2,2,1024.0,1185,42.0
Electronic City,3,3,1620.0,414,62.0
Whitefield,2,2,1254.0,1247,40.0
Banashankari,3,2,1300.0,192,75.0
Doddakallasandra,2,2,1233.0,387,43.0
Chokkanahalli,1,1,1200.0,330,28.0
Hosur Road,3,2,1510.0,541,105.0
